date,state,city,avg_temperature,rainfall,humidity,wind_speed,cloud_cover,aqi,year,month,week,season,stress_level
2024-12-29,Maharashtra,Mumbai,22.8,0.0,42.0,11.2,26.0,76,2024,12,52,winter,Healthy
2024-12-29,Delhi,Delhi,31.8,0.0,74.0,9.9,18.5,190,2024,12,52,winter,Mild Stress
2024-12-29,Karnataka,Bengaluru,34.4,0.0,38.4,4.5,67.3,344,2024,12,52,winter,Mild Stress
2024-12-29,Tamil Nadu,Chennai,30.2,0.0,46.1,13.8,29.8,236,2024,12,52,winter,Mild Stress
2024-12-29,West Bengal,Kolkata,27.8,0.0,31.5,18.5,20.5,219,2024,12,52,winter,Mild Stress
2024-12-29,Telangana,Hyderabad,25.4,0.0,70.4,12.4,23.3,87,2024,12,52,winter,Healthy
2024-12-29,Gujarat,Ahmedabad,33.7,15.75,76.1,11.7,15.1,95,2024,12,52,winter,Healthy
2024-12-29,Rajasthan,Jaipur,21.1,15.75,94.3,15.7,21.5,242,2024,12,52,winter,Mild Stress
2024-12-29,Uttar Pradesh,Lucknow,24.3,0.0,83.7,14.7,52.8,133,2024,12,52,winter,Healthy
2024-12-29,Madhya Pradesh,Bhopal,31.2,5.0,93.7,13.3,53.5,251,2024,12,52,winter,Mild Stress
2024-12-30,Maharashtra,Mumbai,31.3,15.75,31.2,6.0,72.6,292,2024,12,1,winter,Healthy
2024-12-30,Delhi,Delhi,31.1,0.0,47.6,5.0,7.8,176,2024,12,1,winter,Mild Stress
2024-12-30,Karnataka,Bengaluru,38.8,0.0,53.1,17.7,7.4,264,2024,12,1,winter,Severe Stress
2024-12-30,Tamil Nadu,Chennai,39.3,8.8,57.0,15.5,25.2,64,2024,12,1,winter,Healthy
2024-12-30,West Bengal,Kolkata,24.6,1.9,57.4,15.2,29.3,187,2024,12,1,winter,Healthy
2024-12-30,Telangana,Hyderabad,31.4,0.0,35.3,6.9,52.8,187,2024,12,1,winter,Mild Stress
2024-12-30,Gujarat,Ahmedabad,31.2,0.0,41.9,7.6,74.9,293,2024,12,1,winter,Mild Stress
2024-12-30,Rajasthan,Jaipur,27.5,6.3,84.9,9.9,99.3,133,2024,12,1,winter,Healthy
2024-12-30,Uttar Pradesh,Lucknow,39.5,0.0,65.1,16.4,49.9,72,2024,12,1,winter,Mild Stress
2024-12-30,Madhya Pradesh,Bhopal,24.0,0.0,88.2,11.5,67.3,345,2024,12,1,winter,Severe Stress
2024-12-31,Maharashtra,Mumbai,37.8,0.0,67.5,9.7,52.4,329,2024,12,1,winter,Severe Stress
2024-12-31,Delhi,Delhi,24.9,0.0,51.4,23.6,24.4,76,2024,12,1,winter,Mild Stress
2024-12-31,Karnataka,Bengaluru,39.5,4.2,92.7,5.1,83.6,171,2024,12,1,winter,Mild Stress
2024-12-31,Tamil Nadu,Chennai,32.0,3.7,34.0,13.5,16.0,59,2024,12,1,winter,Healthy
2024-12-31,West Bengal,Kolkata,21.8,1.5,79.4,21.7,24.3,220,2024,12,1,winter,Healthy
2024-12-31,Telangana,Hyderabad,36.4,15.75,64.3,23.0,18.0,265,2024,12,1,winter,Severe Stress
2024-12-31,Gujarat,Ahmedabad,26.8,0.0,54.8,2.4,92.5,267,2024,12,1,winter,Mild Stress
2024-12-31,Rajasthan,Jaipur,30.6,0.0,78.4,9.3,43.5,335,2024,12,1,winter,Mild Stress
2024-12-31,Uttar Pradesh,Lucknow,25.2,0.0,91.8,23.9,98.1,94,2024,12,1,winter,Severe Stress
2024-12-31,Madhya Pradesh,Bhopal,29.8,0.0,58.2,17.0,83.3,208,2024,12,1,winter,Mild Stress
2025-01-01,Maharashtra,Mumbai,40.0,3.5,42.7,19.9,60.1,328,2025,1,1,winter,Mild Stress
2025-01-01,Delhi,Delhi,24.2,0.0,76.6,24.7,69.4,121,2025,1,1,winter,Mild Stress
2025-01-01,Karnataka,Bengaluru,23.3,0.0,68.0,9.7,79.3,257,2025,1,1,winter,Mild Stress
2025-01-01,Tamil Nadu,Chennai,21.2,0.0,86.8,22.4,86.3,282,2025,1,1,winter,Severe Stress
2025-01-01,West Bengal,Kolkata,33.9,0.0,78.7,6.4,52.7,48,2025,1,1,winter,Mild Stress
2025-01-01,Telangana,Hyderabad,27.5,0.0,78.7,9.3,57.9,51,2025,1,1,winter,Healthy
2025-01-01,Gujarat,Ahmedabad,23.6,0.0,80.2,4.2,87.5,60,2025,1,1,winter,Healthy
2025-01-01,Rajasthan,Jaipur,22.9,0.0,45.1,2.1,45.3,239,2025,1,1,winter,Mild Stress
2025-01-01,Uttar Pradesh,Lucknow,27.5,0.0,73.9,15.4,32.0,267,2025,1,1,winter,Mild Stress
2025-01-01,Madhya Pradesh,Bhopal,24.5,0.0,78.4,3.0,12.1,75,2025,1,1,winter,Mild Stress
2025-01-02,Maharashtra,Mumbai,25.0,0.0,81.3,12.7,25.1,153,2025,1,1,winter,Healthy
2025-01-02,Delhi,Delhi,34.0,0.0,57.0,22.0,65.6,148,2025,1,1,winter,Mild Stress
2025-01-02,Karnataka,Bengaluru,34.7,0.0,70.7,11.7,79.9,291,2025,1,1,winter,Mild Stress
2025-01-02,Tamil Nadu,Chennai,41.9,0.0,62.1,3.6,98.5,318,2025,1,1,winter,Severe Stress
2025-01-02,West Bengal,Kolkata,26.0,0.0,32.1,6.6,63.5,346,2025,1,1,winter,Mild Stress
2025-01-02,Telangana,Hyderabad,23.4,0.0,50.2,5.3,27.6,61,2025,1,1,winter,Healthy
2025-01-02,Gujarat,Ahmedabad,29.2,0.0,41.5,4.3,95.5,66,2025,1,1,winter,Healthy
2025-01-02,Rajasthan,Jaipur,34.4,3.0,54.6,19.9,30.5,252,2025,1,1,winter,Healthy
2025-01-02,Uttar Pradesh,Lucknow,22.6,0.0,69.8,11.7,55.5,272,2025,1,1,winter,Mild Stress
2025-01-02,Madhya Pradesh,Bhopal,25.5,15.75,45.6,11.8,5.4,50,2025,1,1,winter,Healthy
2025-01-03,Maharashtra,Mumbai,20.7,0.0,61.6,4.0,77.9,128,2025,1,1,winter,Healthy
2025-01-03,Delhi,Delhi,35.3,0.0,79.2,11.2,5.1,241,2025,1,1,winter,Severe Stress
2025-01-03,Karnataka,Bengaluru,22.3,6.7,77.0,23.4,44.5,266,2025,1,1,winter,Healthy
2025-01-03,Tamil Nadu,Chennai,34.7,7.9,40.6,24.2,93.3,254,2025,1,1,winter,Mild Stress
2025-01-03,West Bengal,Kolkata,39.9,0.0,83.0,9.3,98.1,246,2025,1,1,winter,Severe Stress
2025-01-03,Telangana,Hyderabad,35.5,0.0,55.5,15.9,41.8,92,2025,1,1,winter,Mild Stress
2025-01-03,Gujarat,Ahmedabad,30.9,0.0,86.2,19.8,15.7,204,2025,1,1,winter,Severe Stress
2025-01-03,Rajasthan,Jaipur,36.3,0.0,46.2,13.5,80.8,328,2025,1,1,winter,Severe Stress
2025-01-03,Uttar Pradesh,Lucknow,21.4,15.75,58.6,16.7,79.4,102,2025,1,1,winter,Healthy
2025-01-03,Madhya Pradesh,Bhopal,41.8,1.0,67.0,17.9,61.4,117,2025,1,1,winter,Healthy
2025-01-04,Maharashtra,Mumbai,36.2,8.3,40.4,8.5,37.5,249,2025,1,1,winter,Mild Stress
2025-01-04,Delhi,Delhi,28.7,0.0,70.2,8.3,6.1,340,2025,1,1,winter,Mild Stress
2025-01-04,Karnataka,Bengaluru,29.3,0.0,46.8,24.3,67.5,44,2025,1,1,winter,Mild Stress
2025-01-04,Tamil Nadu,Chennai,24.1,0.0,79.3,15.0,63.9,138,2025,1,1,winter,Healthy
2025-01-04,West Bengal,Kolkata,25.4,0.0,37.2,11.2,57.2,220,2025,1,1,winter,Mild Stress
2025-01-04,Telangana,Hyderabad,32.6,1.2,70.3,17.0,29.1,272,2025,1,1,winter,Healthy
2025-01-04,Gujarat,Ahmedabad,30.9,15.75,43.7,18.9,69.0,190,2025,1,1,winter,Healthy
2025-01-04,Rajasthan,Jaipur,22.6,15.75,64.6,15.5,42.6,330,2025,1,1,winter,Healthy
2025-01-04,Uttar Pradesh,Lucknow,23.3,0.0,35.5,23.8,26.9,159,2025,1,1,winter,Mild Stress
2025-01-04,Madhya Pradesh,Bhopal,35.4,0.0,87.2,4.4,99.9,69,2025,1,1,winter,Severe Stress
2025-01-05,Maharashtra,Mumbai,25.4,0.0,70.2,17.0,54.2,157,2025,1,1,winter,Healthy
2025-01-05,Delhi,Delhi,36.7,0.0,45.0,16.0,61.6,178,2025,1,1,winter,Mild Stress
2025-01-05,Karnataka,Bengaluru,34.7,0.0,53.9,10.4,98.8,66,2025,1,1,winter,Mild Stress
2025-01-05,Tamil Nadu,Chennai,23.5,3.6,86.2,16.7,6.3,328,2025,1,1,winter,Mild Stress
2025-01-05,West Bengal,Kolkata,34.4,0.0,81.6,9.3,74.3,82,2025,1,1,winter,Mild Stress
2025-01-05,Telangana,Hyderabad,19.7,0.0,88.8,22.4,98.9,72,2025,1,1,winter,Severe Stress
2025-01-05,Gujarat,Ahmedabad,35.5,15.75,67.7,6.0,6.5,80,2025,1,1,winter,Mild Stress
2025-01-05,Rajasthan,Jaipur,24.2,0.0,60.9,4.6,77.0,135,2025,1,1,winter,Healthy
2025-01-05,Uttar Pradesh,Lucknow,28.0,0.0,82.9,6.0,9.3,98,2025,1,1,winter,Mild Stress
2025-01-05,Madhya Pradesh,Bhopal,21.7,4.5,53.3,16.9,81.9,324,2025,1,1,winter,Healthy
2025-01-06,Maharashtra,Mumbai,28.7,0.0,88.4,20.8,91.9,107,2025,1,2,winter,Severe Stress
2025-01-06,Delhi,Delhi,39.4,0.0,46.9,21.7,14.3,140,2025,1,2,winter,Severe Stress
2025-01-06,Karnataka,Bengaluru,31.7,0.0,87.3,21.5,91.0,338,2025,1,2,winter,Severe Stress
2025-01-06,Tamil Nadu,Chennai,25.9,13.7,71.1,14.3,57.7,274,2025,1,2,winter,Healthy
2025-01-06,West Bengal,Kolkata,22.3,15.75,60.5,10.1,88.1,221,2025,1,2,winter,Healthy
2025-01-06,Telangana,Hyderabad,27.7,5.8,80.2,18.9,13.5,69,2025,1,2,winter,Healthy
2025-01-06,Gujarat,Ahmedabad,25.0,0.0,82.2,24.9,96.3,71,2025,1,2,winter,Mild Stress
2025-01-06,Rajasthan,Jaipur,22.3,0.0,62.6,17.7,86.8,173,2025,1,2,winter,Healthy
2025-01-06,Uttar Pradesh,Lucknow,20.7,0.0,92.3,19.6,27.7,241,2025,1,2,winter,Severe Stress
2025-01-06,Madhya Pradesh,Bhopal,22.6,0.0,56.5,10.3,44.3,221,2025,1,2,winter,Mild Stress
2025-01-07,Maharashtra,Mumbai,25.4,15.75,87.2,18.3,69.8,72,2025,1,2,winter,Healthy
2025-01-07,Delhi,Delhi,37.1,8.1,45.4,5.8,17.0,206,2025,1,2,winter,Mild Stress
2025-01-07,Karnataka,Bengaluru,25.1,15.75,73.4,11.0,53.7,307,2025,1,2,winter,Healthy
2025-01-07,Tamil Nadu,Chennai,33.2,0.0,50.3,5.8,99.0,126,2025,1,2,winter,Mild Stress
2025-01-07,West Bengal,Kolkata,40.2,0.0,91.9,16.8,92.3,277,2025,1,2,winter,Severe Stress
2025-01-07,Telangana,Hyderabad,28.7,15.75,68.5,3.6,49.5,192,2025,1,2,winter,Healthy
2025-01-07,Gujarat,Ahmedabad,27.5,0.0,50.7,17.2,22.8,203,2025,1,2,winter,Mild Stress
2025-01-07,Rajasthan,Jaipur,22.7,0.0,86.1,23.5,60.1,225,2025,1,2,winter,Severe Stress
2025-01-07,Uttar Pradesh,Lucknow,33.5,15.75,53.1,22.5,86.4,66,2025,1,2,winter,Healthy
2025-01-07,Madhya Pradesh,Bhopal,30.0,6.3,41.5,17.3,68.2,180,2025,1,2,winter,Healthy
2025-01-08,Maharashtra,Mumbai,33.9,0.0,67.8,11.1,75.0,258,2025,1,2,winter,Mild Stress
2025-01-08,Delhi,Delhi,37.5,0.0,50.4,19.2,21.9,275,2025,1,2,winter,Severe Stress
2025-01-08,Karnataka,Bengaluru,33.9,8.7,49.1,18.3,15.4,260,2025,1,2,winter,Mild Stress
2025-01-08,Tamil Nadu,Chennai,34.7,0.0,77.8,4.7,78.0,124,2025,1,2,winter,Mild Stress
2025-01-08,West Bengal,Kolkata,17.6,0.0,43.7,20.4,86.7,212,2025,1,2,winter,Mild Stress
2025-01-08,Telangana,Hyderabad,27.4,0.0,84.7,13.0,5.3,276,2025,1,2,winter,Mild Stress
2025-01-08,Gujarat,Ahmedabad,26.4,0.0,84.8,23.6,14.7,248,2025,1,2,winter,Severe Stress
2025-01-08,Rajasthan,Jaipur,38.2,9.8,74.9,8.8,31.8,178,2025,1,2,winter,Healthy
2025-01-08,Uttar Pradesh,Lucknow,21.1,0.0,58.9,8.7,42.2,107,2025,1,2,winter,Healthy
2025-01-08,Madhya Pradesh,Bhopal,29.8,0.0,30.8,11.4,13.5,230,2025,1,2,winter,Mild Stress
2025-01-09,Maharashtra,Mumbai,29.0,0.0,43.9,24.0,37.8,82,2025,1,2,winter,Mild Stress
2025-01-09,Delhi,Delhi,29.8,0.0,93.2,22.9,53.6,153,2025,1,2,winter,Severe Stress
2025-01-09,Karnataka,Bengaluru,27.0,11.3,42.0,13.5,5.3,213,2025,1,2,winter,Healthy
2025-01-09,Tamil Nadu,Chennai,24.2,0.0,48.3,12.4,61.0,203,2025,1,2,winter,Mild Stress
2025-01-09,West Bengal,Kolkata,24.2,0.0,39.2,20.4,59.0,63,2025,1,2,winter,Mild Stress
2025-01-09,Telangana,Hyderabad,33.9,8.9,82.2,10.0,94.7,323,2025,1,2,winter,Healthy
2025-01-09,Gujarat,Ahmedabad,31.6,3.3,86.3,3.0,81.7,131,2025,1,2,winter,Mild Stress
2025-01-09,Rajasthan,Jaipur,36.3,0.0,83.0,21.2,43.6,230,2025,1,2,winter,Severe Stress
2025-01-09,Uttar Pradesh,Lucknow,31.9,0.0,73.4,5.1,7.9,347,2025,1,2,winter,Severe Stress
2025-01-09,Madhya Pradesh,Bhopal,35.7,0.0,92.8,8.4,48.7,280,2025,1,2,winter,Severe Stress
2025-01-10,Maharashtra,Mumbai,30.2,0.0,49.6,19.4,9.9,146,2025,1,2,winter,Mild Stress
2025-01-10,Delhi,Delhi,31.2,0.0,92.5,5.0,53.4,250,2025,1,2,winter,Severe Stress
2025-01-10,Karnataka,Bengaluru,25.6,8.0,49.0,3.2,11.1,94,2025,1,2,winter,Healthy
2025-01-10,Tamil Nadu,Chennai,23.0,0.0,52.3,15.9,33.0,226,2025,1,2,winter,Mild Stress
2025-01-10,West Bengal,Kolkata,36.3,11.7,64.1,8.9,97.5,265,2025,1,2,winter,Mild Stress
2025-01-10,Telangana,Hyderabad,30.7,0.0,76.1,8.8,44.2,231,2025,1,2,winter,Mild Stress
2025-01-10,Gujarat,Ahmedabad,24.5,5.8,71.5,24.2,71.4,306,2025,1,2,winter,Healthy
2025-01-10,Rajasthan,Jaipur,35.7,2.8,62.5,21.3,34.9,171,2025,1,2,winter,Mild Stress
2025-01-10,Uttar Pradesh,Lucknow,34.8,0.0,48.5,13.2,89.7,144,2025,1,2,winter,Mild Stress
2025-01-10,Madhya Pradesh,Bhopal,29.8,0.0,51.4,13.7,53.9,251,2025,1,2,winter,Mild Stress
2025-01-11,Maharashtra,Mumbai,19.9,9.9,68.6,20.2,36.9,314,2025,1,2,winter,Healthy
2025-01-11,Delhi,Delhi,30.9,1.0,88.9,16.0,58.5,259,2025,1,2,winter,Mild Stress
2025-01-11,Karnataka,Bengaluru,30.8,15.75,46.6,2.5,22.1,212,2025,1,2,winter,Healthy
2025-01-11,Tamil Nadu,Chennai,23.7,15.75,87.3,10.3,26.0,171,2025,1,2,winter,Healthy
2025-01-11,West Bengal,Kolkata,23.8,0.0,62.4,8.0,54.6,93,2025,1,2,winter,Healthy
2025-01-11,Telangana,Hyderabad,27.5,15.75,31.8,5.9,35.0,109,2025,1,2,winter,Healthy
2025-01-11,Gujarat,Ahmedabad,37.9,0.0,71.0,4.3,68.3,243,2025,1,2,winter,Severe Stress
2025-01-11,Rajasthan,Jaipur,36.9,0.0,91.4,24.1,58.5,332,2025,1,2,winter,Severe Stress
2025-01-11,Uttar Pradesh,Lucknow,40.0,0.0,90.5,11.5,71.6,105,2025,1,2,winter,Severe Stress
2025-01-11,Madhya Pradesh,Bhopal,35.0,0.0,71.3,20.4,18.1,343,2025,1,2,winter,Severe Stress
2025-01-12,Maharashtra,Mumbai,20.4,0.0,80.3,17.0,52.0,224,2025,1,2,winter,Mild Stress
2025-01-12,Delhi,Delhi,37.9,0.0,64.0,13.1,7.2,189,2025,1,2,winter,Severe Stress
2025-01-12,Karnataka,Bengaluru,28.9,10.2,43.6,18.9,49.9,346,2025,1,2,winter,Healthy
2025-01-12,Tamil Nadu,Chennai,34.7,15.75,59.7,3.9,33.4,348,2025,1,2,winter,Healthy
2025-01-12,West Bengal,Kolkata,29.3,15.75,57.7,12.5,29.3,255,2025,1,2,winter,Healthy
2025-01-12,Telangana,Hyderabad,30.4,0.0,56.8,12.7,46.9,182,2025,1,2,winter,Mild Stress
2025-01-12,Gujarat,Ahmedabad,24.4,0.0,85.1,24.3,83.9,192,2025,1,2,winter,Severe Stress
2025-01-12,Rajasthan,Jaipur,21.3,15.75,56.5,10.3,77.3,286,2025,1,2,winter,Healthy
2025-01-12,Uttar Pradesh,Lucknow,20.7,0.0,61.4,10.3,41.3,219,2025,1,2,winter,Mild Stress
2025-01-12,Madhya Pradesh,Bhopal,34.1,15.75,74.1,5.5,52.7,151,2025,1,2,winter,Healthy
2025-01-13,Maharashtra,Mumbai,23.7,0.0,93.4,18.5,14.8,340,2025,1,3,winter,Severe Stress
2025-01-13,Delhi,Delhi,34.4,0.0,92.3,18.0,17.0,171,2025,1,3,winter,Severe Stress
2025-01-13,Karnataka,Bengaluru,20.4,0.0,64.0,16.1,7.5,207,2025,1,3,winter,Mild Stress
2025-01-13,Tamil Nadu,Chennai,37.9,0.0,56.9,9.3,36.4,204,2025,1,3,winter,Severe Stress
2025-01-13,West Bengal,Kolkata,18.2,0.0,83.6,14.5,64.2,225,2025,1,3,winter,Mild Stress
2025-01-13,Telangana,Hyderabad,37.9,7.8,67.6,5.0,94.6,142,2025,1,3,winter,Healthy
2025-01-13,Gujarat,Ahmedabad,29.4,5.6,71.7,21.1,56.8,180,2025,1,3,winter,Healthy
2025-01-13,Rajasthan,Jaipur,38.0,0.0,72.6,2.5,50.7,295,2025,1,3,winter,Severe Stress
2025-01-13,Uttar Pradesh,Lucknow,29.4,0.0,60.0,9.3,25.9,284,2025,1,3,winter,Mild Stress
2025-01-13,Madhya Pradesh,Bhopal,26.6,0.0,91.7,16.1,11.5,109,2025,1,3,winter,Severe Stress
2025-01-14,Maharashtra,Mumbai,38.2,0.0,58.6,23.2,99.1,104,2025,1,3,winter,Severe Stress
2025-01-14,Delhi,Delhi,30.5,0.0,68.0,11.2,7.4,207,2025,1,3,winter,Severe Stress
2025-01-14,Karnataka,Bengaluru,22.6,15.75,81.4,11.5,80.0,313,2025,1,3,winter,Healthy
2025-01-14,Tamil Nadu,Chennai,21.4,0.0,89.4,15.0,20.1,271,2025,1,3,winter,Severe Stress
2025-01-14,West Bengal,Kolkata,19.6,0.0,86.2,7.7,39.8,220,2025,1,3,winter,Severe Stress
2025-01-14,Telangana,Hyderabad,26.8,0.0,41.3,3.0,51.1,287,2025,1,3,winter,Mild Stress
2025-01-14,Gujarat,Ahmedabad,34.5,9.2,87.7,13.3,53.3,337,2025,1,3,winter,Mild Stress
2025-01-14,Rajasthan,Jaipur,24.8,15.75,80.8,18.2,48.6,184,2025,1,3,winter,Healthy
2025-01-14,Uttar Pradesh,Lucknow,27.5,15.75,56.4,2.6,47.3,121,2025,1,3,winter,Healthy
2025-01-14,Madhya Pradesh,Bhopal,30.0,0.0,38.5,17.4,72.8,187,2025,1,3,winter,Healthy
2025-01-15,Maharashtra,Mumbai,24.6,2.3,54.1,12.9,84.0,313,2025,1,3,winter,Healthy
2025-01-15,Delhi,Delhi,29.3,0.7,69.8,11.1,7.7,237,2025,1,3,winter,Healthy
2025-01-15,Karnataka,Bengaluru,25.6,0.0,55.1,16.4,25.4,292,2025,1,3,winter,Mild Stress
2025-01-15,Tamil Nadu,Chennai,32.7,15.75,38.0,22.5,9.1,294,2025,1,3,winter,Mild Stress
2025-01-15,West Bengal,Kolkata,40.2,0.0,57.1,22.4,94.3,190,2025,1,3,winter,Severe Stress
2025-01-15,Telangana,Hyderabad,27.4,0.0,57.1,3.1,93.5,118,2025,1,3,winter,Healthy
2025-01-15,Gujarat,Ahmedabad,26.7,0.0,60.4,4.2,32.5,250,2025,1,3,winter,Mild Stress
2025-01-15,Rajasthan,Jaipur,31.6,0.0,63.7,7.3,9.9,190,2025,1,3,winter,Mild Stress
2025-01-15,Uttar Pradesh,Lucknow,34.7,0.0,86.8,23.6,75.8,319,2025,1,3,winter,Severe Stress
2025-01-15,Madhya Pradesh,Bhopal,29.2,0.0,65.2,14.7,79.8,271,2025,1,3,winter,Mild Stress
2025-01-16,Maharashtra,Mumbai,33.6,2.3,41.0,20.7,13.7,144,2025,1,3,winter,Mild Stress
2025-01-16,Delhi,Delhi,26.1,0.0,47.2,20.1,37.1,293,2025,1,3,winter,Mild Stress
2025-01-16,Karnataka,Bengaluru,34.4,0.0,34.5,5.4,80.8,296,2025,1,3,winter,Mild Stress
2025-01-16,Tamil Nadu,Chennai,32.2,0.0,90.6,12.4,37.1,265,2025,1,3,winter,Severe Stress
2025-01-16,West Bengal,Kolkata,34.9,15.75,80.4,24.0,55.8,249,2025,1,3,winter,Mild Stress
2025-01-16,Telangana,Hyderabad,37.0,10.5,36.7,13.3,42.4,303,2025,1,3,winter,Mild Stress
2025-01-16,Gujarat,Ahmedabad,40.5,5.8,80.6,7.1,35.3,69,2025,1,3,winter,Healthy
2025-01-16,Rajasthan,Jaipur,23.9,0.0,70.0,22.8,98.6,49,2025,1,3,winter,Mild Stress
2025-01-16,Uttar Pradesh,Lucknow,36.5,0.0,77.4,5.7,90.9,96,2025,1,3,winter,Mild Stress
2025-01-16,Madhya Pradesh,Bhopal,40.2,0.0,77.8,9.8,76.5,244,2025,1,3,winter,Severe Stress
2025-01-17,Maharashtra,Mumbai,40.9,0.0,65.3,24.8,64.4,151,2025,1,3,winter,Severe Stress
2025-01-17,Delhi,Delhi,36.7,0.0,73.1,20.6,85.6,228,2025,1,3,winter,Severe Stress
2025-01-17,Karnataka,Bengaluru,26.6,0.0,72.0,23.7,86.7,108,2025,1,3,winter,Mild Stress
2025-01-17,Tamil Nadu,Chennai,20.2,0.0,51.1,3.0,60.0,196,2025,1,3,winter,Healthy
2025-01-17,West Bengal,Kolkata,29.1,1.9,45.2,19.9,89.0,194,2025,1,3,winter,Healthy
2025-01-17,Telangana,Hyderabad,26.2,15.75,69.7,21.5,95.5,344,2025,1,3,winter,Healthy
2025-01-17,Gujarat,Ahmedabad,22.6,0.0,87.4,17.5,52.4,168,2025,1,3,winter,Mild Stress
2025-01-17,Rajasthan,Jaipur,36.1,0.0,34.0,19.5,74.0,52,2025,1,3,winter,Mild Stress
2025-01-17,Uttar Pradesh,Lucknow,20.5,0.9,35.3,10.1,89.0,346,2025,1,3,winter,Healthy
2025-01-17,Madhya Pradesh,Bhopal,20.7,8.3,47.0,14.4,86.5,185,2025,1,3,winter,Healthy
2025-01-18,Maharashtra,Mumbai,37.6,0.0,41.4,20.6,89.4,199,2025,1,3,winter,Severe Stress
2025-01-18,Delhi,Delhi,26.3,0.0,86.4,11.7,6.9,199,2025,1,3,winter,Severe Stress
2025-01-18,Karnataka,Bengaluru,26.5,0.0,83.9,21.5,38.8,323,2025,1,3,winter,Mild Stress
2025-01-18,Tamil Nadu,Chennai,37.5,0.0,94.9,23.9,27.9,191,2025,1,3,winter,Severe Stress
2025-01-18,West Bengal,Kolkata,19.1,15.75,67.2,16.2,52.5,70,2025,1,3,winter,Healthy
2025-01-18,Telangana,Hyderabad,21.0,0.0,63.3,23.7,11.8,92,2025,1,3,winter,Mild Stress
2025-01-18,Gujarat,Ahmedabad,23.5,0.0,57.1,23.4,80.5,88,2025,1,3,winter,Mild Stress
2025-01-18,Rajasthan,Jaipur,23.8,0.0,45.2,15.9,74.6,185,2025,1,3,winter,Healthy
2025-01-18,Uttar Pradesh,Lucknow,32.8,0.0,51.0,2.0,46.9,44,2025,1,3,winter,Mild Stress
2025-01-18,Madhya Pradesh,Bhopal,21.2,0.0,30.9,17.4,43.9,299,2025,1,3,winter,Mild Stress
2025-01-19,Maharashtra,Mumbai,19.2,8.4,34.1,20.9,30.2,239,2025,1,3,winter,Healthy
2025-01-19,Delhi,Delhi,31.3,6.5,61.0,17.0,46.0,338,2025,1,3,winter,Healthy
2025-01-19,Karnataka,Bengaluru,38.1,0.0,52.7,23.6,82.2,148,2025,1,3,winter,Severe Stress
2025-01-19,Tamil Nadu,Chennai,22.4,4.3,72.0,20.0,80.2,47,2025,1,3,winter,Healthy
2025-01-19,West Bengal,Kolkata,34.9,15.75,47.6,11.6,20.5,103,2025,1,3,winter,Healthy
2025-01-19,Telangana,Hyderabad,31.9,0.0,71.9,15.2,71.9,242,2025,1,3,winter,Mild Stress
2025-01-19,Gujarat,Ahmedabad,29.1,9.4,69.9,14.5,96.4,227,2025,1,3,winter,Healthy
2025-01-19,Rajasthan,Jaipur,36.5,7.0,46.2,6.6,54.1,217,2025,1,3,winter,Mild Stress
2025-01-19,Uttar Pradesh,Lucknow,25.2,15.75,79.3,9.1,68.3,336,2025,1,3,winter,Healthy
2025-01-19,Madhya Pradesh,Bhopal,26.6,9.3,75.8,10.9,81.1,273,2025,1,3,winter,Healthy
2025-01-20,Maharashtra,Mumbai,35.8,4.8,72.9,16.0,13.9,125,2025,1,4,winter,Mild Stress
2025-01-20,Delhi,Delhi,34.0,0.0,52.5,9.1,57.8,93,2025,1,4,winter,Mild Stress
2025-01-20,Karnataka,Bengaluru,36.8,0.0,33.9,13.8,38.3,144,2025,1,4,winter,Mild Stress
2025-01-20,Tamil Nadu,Chennai,37.3,15.75,35.1,7.2,18.0,249,2025,1,4,winter,Mild Stress
2025-01-20,West Bengal,Kolkata,26.0,3.3,83.6,19.5,91.6,191,2025,1,4,winter,Healthy
2025-01-20,Telangana,Hyderabad,24.8,0.0,50.7,12.2,40.0,249,2025,1,4,winter,Mild Stress
2025-01-20,Gujarat,Ahmedabad,27.8,0.0,94.4,16.3,12.6,241,2025,1,4,winter,Severe Stress
2025-01-20,Rajasthan,Jaipur,29.5,0.0,49.3,5.3,54.6,218,2025,1,4,winter,Mild Stress
2025-01-20,Uttar Pradesh,Lucknow,28.9,15.75,80.6,6.4,23.2,46,2025,1,4,winter,Healthy
2025-01-20,Madhya Pradesh,Bhopal,27.7,3.7,40.1,20.3,98.5,250,2025,1,4,winter,Healthy
2025-01-21,Maharashtra,Mumbai,36.4,9.5,84.4,19.2,50.1,70,2025,1,4,winter,Healthy
2025-01-21,Delhi,Delhi,25.7,0.0,66.4,8.0,89.1,188,2025,1,4,winter,Healthy
2025-01-21,Karnataka,Bengaluru,37.2,3.3,61.7,13.8,81.6,178,2025,1,4,winter,Healthy
2025-01-21,Tamil Nadu,Chennai,17.8,0.0,46.6,12.9,38.7,266,2025,1,4,winter,Mild Stress
2025-01-21,West Bengal,Kolkata,26.7,5.4,63.0,18.0,26.2,216,2025,1,4,winter,Healthy
2025-01-21,Telangana,Hyderabad,24.9,9.6,58.6,13.3,55.0,131,2025,1,4,winter,Healthy
2025-01-21,Gujarat,Ahmedabad,36.6,4.4,82.1,10.6,79.1,85,2025,1,4,winter,Healthy
2025-01-21,Rajasthan,Jaipur,31.1,0.0,66.9,19.7,79.0,203,2025,1,4,winter,Mild Stress
